City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
292,baise city,23.8997,106.6133,15.49,61,62,0.75,CN,1701977219
293,san luis de la loma,17.2706,-100.8939,29.7,59,100,2.25,MX,1701977219
294,xiantao,30.3833,113.4,15.11,45,90,5.03,CN,1701977219
295,al ghayzah,16.2079,52.176,25.0,53,15,3.23,YE,1701977220
296,lubartow,51.4603,22.6095,-3.59,93,88,3.86,PL,1701977220
297,fale old settlement,-9.3852,-171.2468,28.92,73,100,3.06,TK,1701977183
298,remire-montjoly,4.9167,-52.2667,31.02,70,75,7.2,GF,1701977220
299,puerto baquerizo moreno,-0.9,-89.6,27.55,74,75,6.69,EC,1701976957
300,mattarello,46.0079,11.1285,5.87,67,0,4.63,IT,1701977221
301,zhezqazghan,47.7833,67.7667,-10.89,50,100,5.83,KZ,1701977221
302,marka,1.7159,44.7717,26.64,75,1,6.37,SO,1701977221
303,primero de mayo,-32.2552,-58.4228,26.57,60,76,4.54,AR,1701977222
304,soko,-7.4832,112.427,24.83,88,100,1.07,ID,1701977222
305,callao,-12.0667,-77.15,22.16,68,75,5.14,PE,1701977177
306,noyabrsk,63.1994,75.4507,-27.09,90,100,4.47,RU,1701977223
307,san patricio,28.017,-97.5169,24.97,54,100,6.43,US,1701977223
308,ola,59.5833,151.2833,-11.15,78,100,6.26,RU,1701977223
309,maintirano,-18.0667,44.0167,27.74,74,100,2.94,MG,1701977224
310,hasaki,35.7333,140.8333,9.05,42,0,4.11,JP,1701977224
311,san clemente del tuyu,-36.3569,-56.7235,18.88,68,0,7.03,AR,1701977224
312,farah,32.5,62.5,9.8,21,0,1.15,AF,1701977225
313,karratha,-20.7377,116.8463,31.25,26,0,7.0,AU,1701977225
314,el calafate,-50.3408,-72.2768,16.06,42,22,2.42,AR,1701977225
315,nanping,26.645,118.1736,9.24,82,0,0.91,CN,1701977226
316,carnot,4.9409,15.8665,22.73,92,100,2.07,CF,1701977226
317,sabang,5.8933,95.3214,27.58,80,100,5.48,ID,1701977226
318,sainte-suzanne,-20.9061,55.6089,26.1,83,100,5.14,RE,1701977227
319,klyuchi,52.2667,79.1667,-20.74,72,98,3.88,RU,1701977227
320,cooper's town,26.8667,-77.5167,21.38,55,40,4.35,BS,1701977227
321,betio village,1.358,172.9211,27.02,80,100,7.65,KI,1701977228
322,san rafael del sur,11.8485,-86.4384,31.54,52,1,6.99,NI,1701977228
323,narrabri,-30.3167,149.7833,24.18,66,42,0.89,AU,1701977228
324,luorong,24.4058,109.6086,15.52,53,45,1.18,CN,1701977229
325,baharly,38.4362,57.4316,11.66,54,100,1.38,TM,1701977229
326,varoska rijeka,45.0847,16.0142,1.43,83,6,1.03,BA,1701977229
327,bataipora,-22.2953,-53.2711,26.42,72,100,2.84,BR,1701977229
328,idri,27.5,13.2667,15.78,30,0,4.91,LY,1701977230
329,mishkino,55.3389,63.9175,-27.99,95,6,2.47,RU,1701977230
330,darwin,-12.4611,130.8418,24.99,93,98,2.06,AU,1701977230
331,neiafu,-18.65,-173.9833,26.38,89,40,3.09,TO,1701977230
332,sao felix do xingu,-6.6447,-51.995,31.09,56,53,4.62,BR,1701977231
333,bryne,58.7354,5.6477,0.81,70,0,2.06,NO,1701977231
334,nema,57.5067,50.5011,-30.48,100,11,1.4,RU,1701977231
335,smara,26.7384,-11.6719,19.48,53,100,3.77,EH,1701977231
336,darasun,51.6667,114.0,-24.46,100,83,0.91,RU,1701977232
337,zeerust,-25.5369,26.0751,24.72,42,74,3.06,ZA,1701977232
338,'ain deheb,34.8422,1.547,11.91,78,21,2.54,DZ,1701977232
339,guararapes,-21.2608,-50.6428,36.14,30,88,2.62,BR,1701977137
340,sur,22.5667,59.5289,22.9,49,0,1.22,OM,1701977233
341,bada,51.392,109.8717,-19.57,87,100,6.47,RU,1701977233
342,auki,-8.7676,160.7034,25.09,88,100,3.27,SB,1701977233
343,kavaratti,10.5669,72.642,28.31,66,35,2.24,IN,1701977234
344,dunay,42.8803,132.3375,-7.38,37,13,3.98,RU,1701977234
345,sterling,39.0062,-77.4286,8.93,56,75,5.66,US,1701977234
346,leer,53.2316,7.461,1.08,96,100,1.79,DE,1701977234
347,salekhard,66.53,66.6019,-23.03,88,100,3.49,RU,1701977235
348,nantong,32.0303,120.8747,11.1,59,0,3.89,CN,1701977215
349,viedma,-40.8135,-62.9967,22.47,42,9,8.77,AR,1701977235
350,firmat,-33.4594,-61.4832,27.68,29,0,5.98,AR,1701977236
351,sao joao da barra,-21.6403,-41.0511,31.05,77,0,9.3,BR,1701977140
352,umm al quwain city,25.5647,55.5552,26.01,55,0,3.39,AE,1701977236
353,mandalgovi,45.7625,106.2708,-7.71,70,0,7.84,MN,1701977236
354,santana,-0.0583,-51.1817,34.1,59,20,6.17,BR,1701977084
355,sawakin,19.1059,37.3321,27.26,74,53,2.41,SD,1701977237
356,vuktyl,63.8567,57.3094,-28.7,98,100,1.06,RU,1701977237
357,calama,-22.4667,-68.9333,26.27,5,0,12.35,CL,1701977237
358,sagua la grande,22.8067,-80.0756,25.55,55,100,6.1,CU,1701977238
359,vila velha,-20.3297,-40.2925,29.97,70,20,9.26,BR,1701977238
360,port-gentil,-0.7193,8.7815,25.98,100,100,2.06,GA,1701977238
361,arraial do cabo,-22.9661,-42.0278,33.98,51,0,8.75,BR,1701977163
362,murghob,38.1702,73.9667,-13.59,63,100,1.71,TJ,1701977183
363,kapuskasing,49.4169,-82.4331,-0.95,86,100,4.12,CA,1701977239
364,pariaman,-0.619,100.12,25.03,87,100,1.09,ID,1701977239
365,pisco,-13.7,-76.2167,22.79,73,0,4.63,PE,1701977239
366,brandon,27.9378,-82.2859,22.18,63,0,1.34,US,1701977082
367,naze,28.3667,129.4833,13.51,64,0,1.1,JP,1701977240
368,villiers,-27.0303,28.6006,15.54,93,100,2.07,ZA,1701977240
369,nemuro,43.3236,145.575,2.04,72,68,11.49,JP,1701977240
370,saacow,1.6279,42.4407,26.16,68,0,5.42,SO,1701977241
371,nouadhibou,20.931,-17.0347,21.99,64,0,4.63,MR,1701977241
372,dakoro,14.5106,6.765,24.81,11,100,4.23,NE,1701977241
373,polyarnyy,69.1989,33.4478,-15.26,97,77,6.68,RU,1701977242
374,souillac,-20.5167,57.5167,26.21,89,20,1.54,MU,1701977242
375,lazaro cardenas,17.9583,-102.2,31.03,51,40,1.01,MX,1701977242
376,tomatlan,19.9333,-105.25,32.27,43,6,2.06,MX,1701977242
377,raduzhnyy,62.0961,77.475,-26.06,89,100,3.73,RU,1701977243
378,stung treng,13.5259,105.9683,21.77,84,60,1.29,KH,1701977243
379,freetown,8.484,-13.2299,28.84,79,40,4.12,SL,1701977243
380,zykovo,55.9519,93.1461,-24.1,98,100,1.17,RU,1701977243
381,okha,53.5739,142.9478,-0.68,99,100,3.61,RU,1701977244
382,portland,45.5234,-122.6762,8.65,92,75,9.26,US,1701977039
383,new norfolk,-42.7826,147.0587,12.06,83,100,1.35,AU,1701977244
384,ulsteinvik,62.3432,5.8487,1.15,80,2,1.34,NO,1701977244
385,dudinka,69.4058,86.1778,-24.62,98,29,4.92,RU,1701977245
386,flying fish cove,-10.4217,105.6791,24.82,88,75,2.57,CX,1701977245
387,tshabong,-26.05,22.45,30.64,12,5,4.59,BW,1701977246
388,jiuquan,39.7432,98.5174,0.9,31,100,3.02,CN,1701977246
389,tucumcari,35.1717,-103.725,21.64,17,0,14.92,US,1701977246
390,lihue,21.9789,-159.3672,25.2,78,0,2.57,US,1701977247
391,amga,60.8953,131.9608,-33.45,99,100,1.15,RU,1701977247
392,reggane,26.7158,0.1714,21.31,25,64,2.47,DZ,1701977247
393,kikwit,-5.041,18.8162,20.91,98,100,0.66,CD,1701977248
394,madera,37.1666,-119.8343,16.8,57,79,3.49,US,1701977248
395,el granada,37.5027,-122.4694,17.05,73,100,5.66,US,1701977248
396,mangrol,21.1167,70.1167,22.79,55,0,5.17,IN,1701977248
397,nar'yan-mar,67.6713,53.087,-14.38,96,100,3.58,RU,1701977249
398,vila franca do campo,37.7167,-25.4333,18.27,99,90,1.98,PT,1701977249
399,pasuquin,18.3328,120.6177,22.97,94,75,0.51,PH,1701977249
400,sturgeon bay,44.8342,-87.377,6.2,65,75,3.6,US,1701977249
401,st. john's,47.5649,-52.7093,-2.24,82,75,5.14,CA,1701977250
402,chui,-33.6971,-53.4616,19.68,75,84,7.7,UY,1701977250
403,mukalla,14.5425,49.1242,23.97,68,5,1.72,YE,1701977250
404,colonia,50.9333,6.95,2.87,84,0,4.12,DE,1701977251
405,oosterwolde,52.989,6.2908,1.95,94,100,2.68,NL,1701977251
406,bull savanna,17.8868,-77.5902,27.5,64,37,1.26,JM,1701977251
407,wuchuan,21.4571,110.7659,17.69,67,88,3.55,CN,1701977251
408,shiprock,36.7855,-108.687,12.19,35,0,1.41,US,1701977252
409,grand-lahou,5.1367,-5.0242,26.98,78,32,3.65,CI,1701977252
410,kittila,67.6647,24.8936,-9.92,92,100,6.17,FI,1701977252
411,east london,-33.0153,27.9116,23.0,87,55,5.31,ZA,1701977253
412,lincoln,40.8,-96.667,16.11,67,0,6.69,US,1701976543
413,gerdzhyush,37.5651,41.3916,7.35,81,100,2.29,TR,1701977253
414,ocean shores,46.9737,-124.1563,10.53,88,20,3.6,US,1701977253
415,hakkari,37.5833,44.1667,0.88,100,75,1.03,TR,1701977254
416,muynoq,43.7683,59.0214,1.28,53,100,7.82,UZ,1701977254
417,nelidovo,56.2211,32.7774,-15.69,96,96,3.02,RU,1701977254
418,umluj,25.0213,37.2685,25.09,55,0,3.29,SA,1701977255
419,alesd,47.0667,22.4167,1.45,99,100,1.35,RO,1701977255
420,melekeok village,7.4957,134.6367,25.31,88,40,2.06,PW,1701977255
421,qaqortoq,60.7167,-46.0333,0.7,67,100,4.49,GL,1701977256
422,fada,9.5667,8.3,23.42,22,6,2.23,NG,1701977256
423,kandava,57.0409,22.7747,-6.11,93,100,4.93,LV,1701977256
424,belmonte,-15.8631,-38.8828,27.82,64,8,3.82,BR,1701977256
425,tambopata,-12.7333,-69.1833,31.94,55,40,2.57,PE,1701977257
426,abepura,-2.6333,140.5833,25.45,89,20,1.54,ID,1701977257
427,tvoroyri,61.5556,-6.8111,7.11,81,100,15.48,FO,1701977257
428,nadi,-17.8,177.4167,26.0,78,40,2.06,FJ,1701977258
429,nehe,48.4833,124.8333,-12.57,95,100,6.07,CN,1701977258
430,cabinda,-5.55,12.2,27.08,89,90,2.06,AO,1701977258
431,uturoa,-16.7333,-151.4333,26.68,81,95,4.81,PF,1701977258
432,ambalangoda,6.2355,80.0538,25.91,88,10,1.24,LK,1701977259
433,nuuk,64.1835,-51.7216,2.34,51,100,7.2,GL,1701977259
434,kotabumi,-4.8333,104.9,23.88,95,100,1.45,ID,1701977259
435,enewetak,11.3474,162.3373,27.76,78,100,9.31,MH,1701977259
436,road town,18.4167,-64.6167,29.05,70,20,2.06,VG,1701977265
437,roxas,11.5853,122.7511,25.64,82,17,4.1,PH,1701977265
438,san juan de uraba,8.7592,-76.5297,29.27,72,48,2.95,CO,1701977265
439,mitchell,43.7094,-98.0298,16.99,34,0,6.69,US,1701977187
440,tobruk,32.0836,23.9764,19.1,43,100,4.23,LY,1701977266
441,tezpur,26.6333,92.8,17.98,94,100,1.98,IN,1701977266
442,scarborough,54.2797,-0.4044,5.51,91,100,4.47,GB,1701977266
443,chillicothe,39.3331,-82.9824,12.81,44,0,4.63,US,1701977266
444,dul'durga,50.6761,113.5931,-17.25,92,100,2.63,RU,1701977267
445,necochea,-38.5473,-58.7368,18.9,61,2,5.4,AR,1701977267
446,bubaque,11.2833,-15.8333,27.79,69,35,5.49,GW,1701977267
447,okhotsk,59.3833,143.3,-8.9,93,100,5.88,RU,1701977268
448,novyy urgal,51.0736,132.5642,-21.63,99,71,0.93,RU,1701977268
449,villa elisa,-25.3667,-57.6167,29.77,70,75,3.6,PY,1701977269
450,big bend,-26.8167,31.9333,21.6,93,99,2.01,SZ,1701977269
451,vernon,50.2581,-119.2691,7.09,87,95,1.03,CA,1701977018
452,opuwo,-18.0607,13.84,26.24,29,100,5.33,NA,1701977270
453,san matias,-16.3667,-58.4,37.89,32,35,2.55,BO,1701977270
454,kalianget,-7.05,113.9333,27.53,80,100,2.57,ID,1701977270
455,beitbridge,-22.2167,30.0,24.99,53,0,6.66,ZW,1701977270
456,oodweyne,9.4092,45.064,18.57,46,34,3.9,SO,1701977126
457,hankasalmi,62.3833,26.4333,-11.83,95,100,2.73,FI,1701977271
458,homer,59.6425,-151.5483,1.93,80,75,3.6,US,1701977036
459,rio grande,-32.035,-52.0986,27.06,73,100,9.86,BR,1701977271
460,mar del plata,-38.0023,-57.5575,22.13,68,0,4.92,AR,1701976790
461,motygino,58.1831,94.7592,-37.34,99,35,0.45,RU,1701977272
462,mizan teferi,6.9833,35.5833,17.31,95,100,1.31,ET,1701977272
463,litochoro,40.1006,22.4978,4.27,94,100,2.28,GR,1701977272
464,dryden,49.7833,-92.7503,1.16,86,100,2.57,CA,1701977178
465,oranjemund,-28.55,16.4333,17.1,91,0,3.24,NA,1701977273
466,rockford,42.2711,-89.094,10.85,62,0,4.63,US,1701977273
467,escarcega,18.6089,-90.7454,28.65,46,100,1.78,MX,1701977274
468,wajir,1.7471,40.0573,29.79,44,0,3.8,KE,1701977274
469,gamay,12.3854,125.2979,25.49,85,49,2.22,PH,1701977274
470,saint-denis,48.9167,2.3333,6.43,83,100,5.66,FR,1701977274
471,dwarka,22.2394,68.9678,23.22,59,0,4.94,IN,1701977275
472,changping,40.2186,116.2197,-0.2,40,67,2.03,CN,1701977275
473,mariani,26.6667,94.3333,17.97,98,100,1.34,IN,1701977275
474,mogadishu,2.0371,45.3438,27.13,74,2,7.5,SO,1701977275
475,ozalp,38.6548,43.993,1.5,94,100,1.38,TR,1701977185
476,brigantine,39.4101,-74.3646,3.97,80,100,4.63,US,1701977021
477,langsa,4.4683,97.9683,24.2,94,100,0.86,ID,1701977276
478,brisas de zicatela,15.8369,-97.0419,29.29,61,40,4.63,MX,1701977276
479,colares,38.7992,-9.4469,16.29,96,100,11.18,PT,1701977276
480,gebeit,21.0667,36.3167,22.03,77,1,5.43,SD,1701977277
481,broome,42.2506,-75.833,2.06,88,100,2.57,US,1701977277
482,zeya,53.75,127.2667,-25.84,100,100,1.18,RU,1701977277
483,kingston,17.997,-76.7936,31.53,67,40,5.14,JM,1701976958
484,pinsk,52.1229,26.0951,-9.49,95,100,3.64,BY,1701977278
485,mikuni,36.2171,136.1519,6.95,67,83,2.02,JP,1701977278
486,paita,-5.0892,-81.1144,23.84,72,21,5.03,PE,1701977279
487,lata,40.1629,-8.3327,13.84,96,100,4.52,PT,1701977279
488,boa vista,2.8197,-60.6733,31.99,51,75,4.63,BR,1701977187
489,north haven,41.3909,-72.8595,3.23,61,100,1.34,US,1701977279
490,barra de santo antonio,-9.4047,-35.5072,27.6,69,73,4.91,BR,1701977280
491,creel,27.75,-107.6333,16.92,30,0,5.21,MX,1701977280
492,fish town,5.1964,-7.8756,24.97,83,60,2.08,LR,1701977280
493,dakhla,23.6848,-15.958,20.01,77,63,9.77,EH,1701977281
494,hobyo,5.3505,48.5268,26.41,63,97,7.56,SO,1701977281
495,watertown,42.3709,-71.1828,0.38,53,20,3.6,US,1701977272
496,jabor,5.921,169.6434,27.81,82,93,9.33,MH,1701977282
497,arak,34.0917,49.6892,6.97,60,71,1.69,IR,1701977282
498,baardheere,2.3446,42.2764,29.11,38,1,3.14,SO,1701977282
499,san juan de miraflores,-12.1629,-76.9635,21.29,76,71,4.01,PE,1701977283
500,kokopo,-4.352,152.2633,25.57,82,100,2.32,PG,1701977283
501,progreso,21.2833,-89.6667,28.39,57,76,5.42,MX,1701977283
502,hadibu,12.65,54.0333,25.05,68,89,6.62,YE,1701977284
503,tomakomai,42.6369,141.6033,-0.92,59,75,2.57,JP,1701977284
504,katerini,40.2719,22.5025,9.73,85,100,3.76,GR,1701977284
505,cannonvale,-20.2833,148.7,25.66,66,97,7.38,AU,1701977284
506,tuy hoa,13.0833,109.3,23.25,91,74,2.94,VN,1701977285
507,tatarbunary,45.8373,29.6142,0.83,98,100,5.42,UA,1701977285
508,argo,37.6333,22.7333,10.99,74,0,1.96,GR,1701977285
509,strelka,58.0728,93.0344,-33.59,98,91,0.09,RU,1701977285
510,tabou,4.423,-7.3528,26.9,78,16,3.35,CI,1701977286
511,boumahra ahmed,36.4583,7.5139,9.72,75,0,1.35,DZ,1701977286
512,huainan,32.6264,116.9969,11.78,53,0,3.14,CN,1701977286
513,tottori,35.5,134.2333,7.02,67,0,3.65,JP,1701977286
514,san antonio oeste,-40.7319,-64.9477,18.18,73,26,10.71,AR,1701977287
515,stornoway,58.2093,-6.3865,7.98,88,75,10.29,GB,1701977287
516,iklehra,23.15,76.3833,20.48,69,100,1.82,IN,1701977287
517,sao vicente,-23.9631,-46.3919,37.1,49,40,5.14,BR,1701977288
518,kulhudhuffushi,6.6221,73.07,28.47,79,100,9.85,MV,1701977288
519,barahan,13.0121,120.762,26.25,76,61,2.74,PH,1701977288
520,fortaleza,-3.7227,-38.5247,30.6,68,20,8.23,BR,1701977289
521,gonen,40.1049,27.654,13.34,55,100,1.82,TR,1701977128
522,kalmunai,7.4167,81.8167,26.02,89,100,3.22,LK,1701977289
523,verdal,63.7933,11.4817,-13.98,78,23,2.32,NO,1701977290
524,hanceville,34.0607,-86.7675,14.81,35,7,2.85,US,1701977290
525,birao,10.2849,22.7882,24.72,17,38,2.61,CF,1701977290
526,ketchikan,55.3422,-131.6461,3.99,93,100,0.0,US,1701977291
527,masterton,-40.9597,175.6575,15.49,81,5,0.93,NZ,1701977291
528,baker city,44.7749,-117.8344,7.84,48,40,7.2,US,1701977198
529,laguna,38.421,-121.4238,14.6,84,100,3.6,US,1701977291
530,veraval,20.9,70.3667,23.35,54,1,5.38,IN,1701977292
531,plettenberg bay,-34.0527,23.3716,19.32,64,0,3.17,ZA,1701977292
532,mankono,8.0586,-6.1897,27.99,41,12,1.91,CI,1701977292
533,salta,-24.7859,-65.4117,24.33,50,75,2.57,AR,1701976699
534,taro,-8.3862,115.28,23.0,96,100,0.37,ID,1701977293
535,harper,4.375,-7.7169,26.84,79,32,3.58,LR,1701977293
536,merrill,45.1805,-89.6835,9.43,71,0,0.89,US,1701977293
537,shimoda,34.6667,138.95,10.27,63,0,2.65,JP,1701977294
538,oamaru,-45.0784,170.9801,10.77,93,13,5.26,NZ,1701977294
539,jalai nur,49.45,117.7,-15.42,91,100,5.62,CN,1701977294
540,andradina,-20.8961,-51.3794,31.87,45,78,1.81,BR,1701977295
541,kralendijk,12.15,-68.2667,29.99,70,75,9.77,BQ,1701977295
542,burao,9.5221,45.5336,17.96,48,26,3.95,SO,1701977295
543,bang saphan,11.2126,99.5117,24.13,91,30,1.37,TH,1701977295
544,n'zeto,-7.2312,12.8666,27.1,77,2,3.18,AO,1701977296
545,banda,25.4833,80.3333,18.32,78,0,2.01,IN,1701977296
546,holualoa,19.6228,-155.9522,24.32,78,40,1.54,US,1701977296
547,puerto maldonado,-12.6,-69.1833,32.22,55,40,2.57,PE,1701977296
548,tindouf,27.6711,-8.1474,19.25,42,40,1.54,DZ,1701977297
549,urcos,-13.6861,-71.6228,22.94,51,79,3.72,PE,1701977297
550,kinana,14.0361,33.1712,26.78,20,0,4.35,SD,1701977298
551,colonia menno,-22.3667,-59.8167,30.5,65,100,2.91,PY,1701977298
552,sovetskiy,61.3614,63.5842,-33.95,96,95,1.34,RU,1701977298
553,maragogi,-9.0122,-35.2225,27.66,67,98,4.7,BR,1701977298
554,sinabang,2.4803,96.3801,26.21,85,100,1.41,ID,1701977299
555,santa vitoria do palmar,-33.5189,-53.3681,19.92,75,92,7.65,BR,1701977133
556,guardo,42.7897,-4.8482,3.69,99,100,1.68,ES,1701977299
557,olinda,-8.0089,-34.8553,28.85,70,40,5.14,BR,1701977299
558,ponce,18.073,-66.6185,29.91,74,34,2.07,PR,1701977100
559,ryotsu-minato,38.0833,138.4333,10.58,70,58,8.81,JP,1701977300
560,tanga,-5.0667,39.1,25.88,89,95,2.66,TZ,1701977300
561,doornsteeg,52.2305,5.4507,3.01,95,100,5.95,NL,1701977300
562,bardai,11.65,7.2333,23.85,18,100,3.27,NG,1701977301
563,jackson,42.4165,-122.8345,6.55,91,100,3.09,US,1701977301
564,nagqu,31.5,92.0,-8.48,75,100,1.57,CN,1701977273
565,esil,51.9556,66.4042,-30.73,96,6,2.95,KZ,1701977302
566,tsiombe,-25.3,45.4833,22.64,80,68,8.8,MG,1701977302
567,berezovo,63.9381,65.0419,-26.84,94,100,2.24,RU,1701977303
568,hami,42.8,93.45,0.28,52,64,3.81,CN,1701977303
569,nyurba,63.2842,118.3319,-51.36,100,69,0.13,RU,1701977304
570,battambang,13.1027,103.1982,25.17,77,100,1.74,KH,1701977304
571,yoloten,37.2989,62.3597,8.64,50,49,2.76,TM,1701977304
572,rongelap,11.1635,166.8941,27.33,83,10,9.95,MH,1701977304
573,saint-pierre,-21.3393,55.4781,25.32,88,100,1.54,RE,1701977305
574,pacific grove,36.6177,-121.9166,16.06,76,0,1.54,US,1701977305
575,magadan,59.5667,150.8,-11.46,81,100,7.4,RU,1701977305
576,tadine,-21.55,167.8833,23.0,77,100,6.44,NC,1701977305
577,mil'kovo,55.6078,37.7956,-11.78,100,96,1.68,RU,1701977306
578,trashi yangtse,27.6116,91.498,9.35,97,100,1.45,BT,1701977306
579,selfoss,63.9331,-20.9971,-0.64,58,72,5.62,IS,1701977306
580,labytnangi,66.6572,66.4183,-22.56,87,100,3.46,RU,1701977307
581,klaksvik,62.2266,-6.589,6.51,80,100,13.22,FO,1701977307
582,ribeira brava,32.65,-17.0667,20.4,86,57,0.2,PT,1701977307
583,huarmey,-10.0681,-78.1522,23.32,73,33,4.86,PE,1701977308
584,i-n-salah,27.1935,2.4607,20.38,29,8,4.29,DZ,1701977308
585,bandarbeyla,9.4942,50.8122,25.21,68,3,9.78,SO,1701977127
586,ibirite,-20.0219,-44.0589,33.84,59,99,1.98,BR,1701977309
587,nuku'alofa,-21.1333,-175.2,24.19,94,20,0.51,TO,1701977309
588,leava,-14.3,-178.1667,28.13,78,75,6.07,WF,1701977309
